Observation,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,Energy
16610,21.2,39.79,18.6,43.62666667,22,38.23,20.92666667,37.82666667,19.29,48.09,7.563333333,54.29666667,20.29,36.32666667,22,41.9,19.39,40.36333333,6.83,756.8333333,80.33333333,2.333333333,23.33333333,3.67,70
16611,22,41.12666667,19.1,45.12666667,23.7,38.32666667,22.1,37.9,20.79,45.816,7.126666667,53.73,21.1,34,22.5625,42.23375,20.79,41.1,5.17,750.3333333,94,1.666666667,40,4.3,50
16612,19.6,46,18.76,46,19.89,45.29,18.445,47.45,17.5,54.51,11.3,79.93333333,17.7,44.89388889,17.7,50.79,17.1,48.76,10.9,755.1666667,81.66666667,9,40,7.87,50
16613,20,33.06333333,19.69666667,33.09,20.22666667,35.49666667,20.03333333,31.89,18.1,46.26666667,2.963333333,53.8,20.39,28.53333333,21.73,35.39,19.39,37.86333333,2.6,768.7666667,79,6.333333333,65,-0.733,490
16614,23.39,41.5,24.76,36.43333333,24.39,38.7,23.6,39.66333333,21.34714286,47,17.445,1,23.1,36.80571429,22.7,39.72571429,22.6375,42.73375,15.3,754.6,55,2,40,6.3,50
16615,21.89,38.73,21.2,37.73,22.5,37.5,21.29,37.5,20.1,43.96666667,12.32666667,14.93,20.79,31.53333333,23.79,36.66333333,20.39,37.2,10.9,753.1333333,66.33333333,2.666666667,40,4.77,90
16616,24.1,33.73,23.39,31.82333333,23.6,34.79,23,32.79,22,52.36666667,16.12666667,1,22.6,30.54,22.89,35.29,20.89,35.79,17.1,757.8333333,46.66666667,3.333333333,40,5.37,90
16617,20.39,35.59,18.29,37.43333333,20,37.5,18.23,35.32666667,18.52857143,40.7,-1.966666667,82.82333333,18.5,29.96333333,21.29,42.145,17.89,39.4,-0.683,755.0166667,86.16666667,4.166666667,63,-2.67,60
16618,24.28961039,38.18987013,23.39493506,36.48051948,24.8774026,37.1512987,24.07961039,38.43766234,21.36662338,50.40652597,17.52004329,12.8987013,23.34558442,35.98181818,24.3512987,41.32928571,22.1,39.23735931,13.8,756.5,71.33333333,1.333333333,35.33333333,8.67,60
16619,22,42.56,21,42.32,23.1,39.29,21.39,40.82666667,20.6,45.9,13.49071429,15.36291667,21.09047619,34.01333333,21.26,39.46,20.92666667,39.96333333,10.4,753.25,70,7.5,33,5.1,90
16620,21,39.5,18.13333333,43.96666667,22.39,38.9,20.39,38.43333333,19.79,47.79,3.59,56.13333333,21.2,37.736,21.39,41.4,20.6,43.53,5.15,754.0333333,97,2,63.5,4.67,60
16621,21,34.22666667,19.5,34.46333333,20.18,36.25,19.7,33.5,17.79,44.4,3.43,66.06,20.5,26.29,22,34.52666667,18.1,38.36333333,3.9,757.7,67,2,21,-1.8,50
16622,19.85666667,43.9,18.89,44.2,20.2,44.23,17.39,46.76,17.89,49.82666667,6.59,99.9,16.29,43.09,17.7,49.5,16.42666667,49.5,7.57,763.9333333,91.66666667,3,29.16666667,6.32,20
16623,22.76,40.73,22.1,39.5,21.23,42.29,20.1,43.43333333,20.7,52.99333333,2.29,94.62333333,18.7,40.395,20.13333333,45.06,17.29,41.2,2.35,759.05,97,4.5,64,1.9,480
16624,25.29,48.76,24.30428571,48.09285714,26.1,45.2,25.6,46.09,24.2,64.72666667,15.76857143,50.16857143,24.79,43.92714286,26.5,50.4,23.7,48.5,17.1,745.45,80.33333333,2.666666667,40,13.6,60
16625,22.1,42,21.6,40.82666667,21.2,43.4,19.39,44.4,17.7,51.735,8.1,99.9,17.89277778,45.81166667,20.7,50.545,16.79,46.59,7.93,750.9666667,97,7,34.33333333,7.5,90
16626,20.13333333,38.29666667,18.82333333,36.73,19.84714286,36.99285714,20,36.045,17.5,44.312,5.3,56.29666667,17.79,27.89,19.89,35.79,17.79,37.29,2.93,755.7,70.33333333,4.666666667,23,-1.93,140
16627,22.79,39.59,20.39,41.06,24.6,38,22.7,37.59,20.06,42.656,8.3675,40.95,23.6,36.52571429,23.90571429,40.36714286,22.7,41.054,9.6,759.6,91,2,63,8.2,50
16628,24.6,48.7,22.42666667,50.53,26.1,45.29,23.89,46.59,23,52.5,11.5,52.59,23.6,42.83125,26.13333333,50.09,23.2,49.4,11.7,751.7,96,4.5,43,11,60
16629,20.29,43.59,19.5,43.09,20.2,44.4,18.2,45.03,18.2,48,11.06666667,82.2,17.84,41.09222222,19.00388889,47.11722222,16.79,48.76,12.1,762.8,59.33333333,5.833333333,40,4.27,50
16630,17.39,42.26666667,16.42666667,42.62666667,17.76,40.7,15.39,41.7,15.6,48.7,5.53,99.9,15.8,37.265,16.79,45.055,15.26333333,41.63333333,5.07,765.3666667,99.66666667,3,2.333333333,5.03,40
16631,22.1,41.36,20.6,41.79,21.5,41.03,19.6,41.92666667,18.23,51.93333333,4.09,91.4,18.98777778,35.13277778,22.45722222,41.73111111,17.89,38.5,3.43,731.3,96.33333333,4,60.66666667,2.9,80
16632,21.85666667,39.29,19.7,41.62666667,23.1,37.9,22.1,38,19.89,49,7.463333333,49.6,20.89,39.59,22.89,45.66333333,19.93714286,42.29,8.35,760.55,90.5,3,27.5,6.85,50
16633,19.5,44.62666667,18.7,44.29,19.82333333,44.53,18.13333333,43.7,17.2,52,3.723333333,86.1,18.98166667,38.98833333,18.79,45.18777778,17.2,46.2,3.63,765.2333333,83.66666667,2,40,1.13,50
16634,22.5,39.09,20.82333333,40,23.2,37.5,22.73,38.93333333,20,50.2,11.39,39.19333333,21,39.79,23.5,46.36333333,19.79,40.05142857,11.2,760.1,86.66666667,3,40,9,50
16635,22.5,41.16333333,22.5,38.96666667,23.2,38.86333333,22.1,40.36333333,21,44.7,17.42666667,14.9,22.03333333,37.09,23.79,42.09,20.96333333,41.36333333,15.3,750.6,66,4,40,9,80
16636,22.29,39.79,21.89,38.36333333,22.5,38.4,21.6,38.29,20.29,53.56,12.38,8.31,22.22571429,33,22.42666667,36.93333333,20.79,41.43333333,10.5,752.8,59.5,6.333333333,29.16666667,2.8,50
16637,22.1,39.43333333,25.89,32.16333333,23.2,37.59,22.66666667,38,20.39,43.26666667,13.1675,2.195,20.85,35.476,22.2,41.23,20.29,41.09,10.5,763.4,66.5,5.5,40,4.4,40
16638,22.1,39.09,19.5,42.56,22.79,38.9,20.89,39.7,20,48.86333333,6.656666667,63.09,20.6,34.4,23.55,46.09,20.29,41.73,6.1,754.3,97,1,65,5.6,60
16639,24.59,51.014,23.95315315,49.46933934,27.056,45.06,23.8981982,47.8309009,22.81801802,53.31441441,20.8763964,31.93166667,23.75765766,44.88531532,24.574,52.48,23.214,49.4,16.1,749.4,85,2,40,13.4,60
16640,22.56666667,42.29,21.79,41.09,23.1,42.73,21.06666667,43.36333333,20.62777778,47.525,6.123333333,74.8,19.1,37.5,22.08888889,48.89888889,19,44.56,6.27,744.8,79,8.666666667,36,2.77,50
16641,22.82333333,38.5,21.89,36.09,24.53333333,34.76,22.6,33.82666667,20.79,42.7,10.758,5.36,21.79,29.7,23.92142857,36.79,20.79,38.5,10.2,757,49.33333333,5.333333333,40,0,110
16642,22.39,39.09,19.89,41,24.89,37.045,22.29,35.65285714,20.815,53.6175,7.09,55.4,21.5,32.9,23.29,46.4,20.5,40.46666667,7.27,756.85,88.33333333,4,30,5.47,60
16643,22.2,45,21.5,44.7,22.7,42,21.2,45.09,19.79,49.79,15.6,34.02666667,21.2,41.76,24.5,47.66333333,20.29,45.4,16.6,749.4666667,71.33333333,3.333333333,40,11.3,100
16644,20.1,37.2,17.7,39.23,20.2,36.5,18.1,37.29,19.06666667,59.99333333,3.433333333,73.43,18.39,30.16666667,21.29,35.7,18,35.53,3.13,744.1666667,89.66666667,3,23,1.53,70
16645,22,38.9,23.06666667,36.76,22.89,37.59,21.92666667,38,20.5,41.97142857,16.56666667,5.766666667,21.7,33.7,21.18625,37.825,21.63333333,37.93,14,749.8833333,55.33333333,6,28.66666667,5.17,70
16646,18.79,40.4,17.29,41,19.29,40,18.1,38.59,16.88444444,56.91111111,-5.488888889,83.44888889,17.39,33.85111111,19.03333333,43.61611111,16.7,40.06666667,-4.6,757,91,1,63,-5.9,40
16647,19.6,41.69333333,19.1,40.82666667,19.59666667,45.16666667,19.5,40.36,19.16666667,91.29333333,1.23,85.76333333,18.29,38,19.73,45.96333333,16.65,40.1225,2.8,756.5666667,88.33333333,5,32.66666667,1.07,330
16648,20.1,45.09,19.29,44.79,20.5,44.4,19.66666667,46.09,17.58333333,53,9.19,99.9,17.5,42.91111111,18.2,49.40555556,17.1,49,9.2,762.75,94,4.5,61.5,8.3,50
16649,20.06666667,39.96666667,18.89,38.12666667,20.29,37.46666667,19.1,34.16333333,17.7,54.83,9.13,76.7,18.89,29.16666667,20,36.16333333,17.79,39.79,6.7,757,63.66666667,3.666666667,40,0.2,60
16650,21.39,39.2,21.55666667,40.05666667,22.5,36.46666667,22.31,37.09,20.1,44.29,8.366666667,60.09,20.6,31.29,21.745,38.29,21.15,37.245,6.6,761.6,82,3,40,3.7,40
16651,23.6,41,22.56666667,40.1,24.29,38.4,23.35666667,39.62666667,23.31142857,86.83714286,14.43333333,12.82333333,23.2,36.61428571,24.56,43.376,22.66666667,40.9,15.8,756.8666667,65.33333333,3,29.33333333,9.27,90
16652,18.89,35.36333333,17.32,36.4975,19.39,35.4,18.2675,33.45,17.29,54.96333333,0.833333333,69.13333333,19.29,31.95666667,20.1,39.26,18.1,38.39333333,1.33,762.8,78.66666667,5.333333333,28.33333333,-2,80
16653,23,38.59,19.66666667,42.06,23.39,37.5,20.7,40.73,19.7,47.44444444,1.820555556,66.04888889,20.79,35.82055556,23.1,43.26055556,19.7,40.46666667,1.63,759.1333333,96,1,21.16666667,1.07,50
16654,21.8925,42.24,21.46333333,40.73,24.03333333,41.96333333,21.39,42.09,18.86333333,52.778,7.366666667,71.73,19.5,35.29,22.79,45.01555556,19,41.7,7.93,741.0333333,73,11.66666667,52,3.33,150
16655,25.16666667,48.2,23.68571429,48.63714286,26.31,45.218,25.5,45.334,24.1,59.03,14,53.714,24.80428571,43,26.32333333,51.09,23.912,48,14.7,745.9,94,3.666666667,40,13.7,50
16656,23.39,34.7,22.32333333,32.09,23.35666667,35.7,22.89,33.7,21.7,36.06,13.63,1,21.79,27.26428571,24,35.43333333,20.48428571,36.67142857,13.6,764.9,40,5,40,0.1,130
16657,21.29,39.62666667,18.1,44.29,22.39,38.76,20.1,37.9,19.84714286,46.35285714,1.5,54.62666667,21.6,37.59,22.04,38.236,20.2,44.5,3.68,752.25,96.66666667,1,18,3.15,50
16658,22.1,34.23,20.6,34.09,20.6,35.7,21,33.2,18,44.32666667,9.963333333,20.92666667,23,26.66666667,24.96333333,31.82333333,19.29,38.23,9.5,768.5,56,7,32,1,70
16659,22.53333333,43.29,21.82333333,42.93333333,21.6,44.73,19.1,44.59,19.27,63.055,10.86,59.16666667,18.79,40.09,22.2,51.60833333,19,48.79,10.9,742.1,64,8,40,4.3,50
16660,19.29,34.36333333,17.29,35.66333333,19.7,36.4,18.39,33.4,17.5,58.06,-0.533333333,69.9,19.82333333,34.86,20.66666667,42.06,18.16666667,41.09,0.0333,761.2333333,87,4.666666667,40,-1.93,50
16661,19.89,35.2,16.5,40.09,20,36.4,19.23,35.15666667,17.89,49,-0.666666667,71.23,20.39,33.93333333,22.1,39.66333333,19,40.7,-0.333,769.7,92.66666667,4,50.66666667,-1.4,70
16662,24.1,41.96,22.2,44.49333333,24.85666667,40.23333333,23.42666667,41.76666667,23.1,48.69333333,13,13.8,23.1,36.79,24.39,46.56333333,22.79,42.59666667,10.7,759.45,81,4,40,7.45,60
16663,22.5,35.06,19.35666667,38.2,21.5,35.5,22.79,33.59,19.1,67.1,2.5,58.69333333,20.89,27.16666667,22.82333333,39.52666667,19.89,37.36333333,2.08,764.1,88.16666667,1,61,0.317,40
16664,21.63333333,36.03,19.06666667,37.7,22,35.79,20.1,33.29,19.29,48.93333333,2.06,49,19.89,29.39,22.79,40.65666667,19.39,37.12666667,3,749.6333333,84.33333333,4.666666667,40,0.567,40
16665,23.39,40,20.92666667,42.53,24.7,37.7,23.26,38.79,20.19714286,45.78571429,10.25666667,41.32333333,22.7,34.7,23.79,41.35285714,22.5,41.53,8.05,757.2833333,93.66666667,1,24.83333333,7.15,60
16666,21,37.93,18.1,41.36,21.39,36.59,19.7,35.2,18.29,46.43333333,5.8,56.99666667,19.39,31,21.76,42.02666667,19.7,40.43,5.07,762.2666667,83.33333333,2.666666667,50.33333333,2.47,50
16667,22.31857143,37.12142857,20.93714286,37.45714286,21.39,37.59,20.2,34.55625,20.29,47.47857143,0.722222222,73.18222222,19.29,29.7,22.02857143,39.22571429,18.5,37.25142857,1.43,749.6666667,91.33333333,2.333333333,26.33333333,0.167,90
16668,20.5,42.79,19.39,42.93333333,20.53333333,44.9,17.6,47.09,17.7,55.9,7.156666667,99.9,16.29,43.7,18,49.98888889,16.5,51.09,7.65,765.2666667,96.5,3,61.5,7.08,40
16669,21.29,35.7,18.35666667,38.09,22.1,35.93333333,19.96333333,33.29,19.2,47.53,1.863333333,49.62666667,19.79,29.5,22.5,40.93333333,19.39,38.79,2.67,749.7,86,5,40,0.567,50
16670,23,44.36333333,22.39,40.93333333,22.6,43.7,19.29,41.36333333,19.43888889,50.86333333,2.59,92.22666667,20.39,39.43055556,23.39,43.11166667,19,41.32666667,3.37,737.6,92.33333333,6.666666667,40,2.17,130
16671,23.26,44.86333333,21.79,45.536,24.79,41.79,23.32333333,43.29,22.7,51.65428571,13.22666667,41.86333333,22.89,40.36857143,23.478,50.478,22.56666667,44.79,13.5,758.2,87.66666667,1.333333333,36.33333333,11.5,50
16672,23.5,44.29,22.81857143,42.9,24.39,40.62666667,23.6,42.9,23,58.276,16.36666667,9.63,23.1,39.876,23.39,46.036,22.6,43.96666667,16.8,758.1,60.33333333,3.333333333,40,9,70
16673,24.79,48.59,26.754,43.554,25.63857143,44.01,25.31,45.316,23.79,53.43333333,19.934,33.658,24.39,44.62142857,25.39,49.76,23.65714286,49.73714286,15.9,748.8666667,87.5,1.833333333,40,13.7,50
16674,21.29,39.29,18.2,43.06,22.23,37.93333333,19.79,38.59,19.6,48.4,2.76,66.23,20.1,33.59,23.1,44,20.2,43.29,2.2,759.95,96,1,39.5,1.6,70
16675,20.1,38.4,17.63333333,41.06666667,21.1,37.2,20.1,36.4,18.2,43.66333333,1.196666667,79.19,18.39,35.96666667,20.2,45.5,17.5,38.66333333,0.467,754.5333333,99,1,35,0.267,30
16676,20.66666667,36,19.32333333,36.36333333,19.90375,36.45,19.83333333,37.06,17.25142857,43.9,2.29,77.16,17.46333333,30.06666667,20.29,36.59,17.36142857,35.4,1.37,757.25,95,2,58.66666667,0.667,90
16677,22.63333333,37.29,20.85666667,38.4,23.46333333,37.5,22.79,35,20.5,42.9,12.22666667,10.93333333,22.1,36.46,22.7,46.03,20.23,38.9,12.6,760.25,62,1.5,28,5.45,40
16678,24.29,38.29,22.6,38.23,26.39,38.26,24.62142857,36.2,23.2,39.2,12.654,11.39,24.29,38.57714286,24.1,39.79,23.31857143,45.52571429,13.7,751.9,66.5,2.5,40,7.45,50
16679,18.2,36.96666667,16.79,37.96666667,18.42666667,37.76666667,16.89,37.86,17.29,72.16333333,-0.933333333,94.86666667,16.39,29.96333333,18.82333333,42.16333333,15.8,35.9,-1.75,760.5,88.16666667,2.833333333,58.83333333,-3.43,70
16680,22.79,43.9,22.39,42.4,22.39611111,43.34944444,20.5,46.26666667,18.7,54.27,9.89,89.19,18.39,41.90555556,21.445,50.04777778,18.29,47.5,8.9,763.4666667,88,4.333333333,40,7,530
16681,18.79,46.29,18.245,46.09,19.6,44.4,18.175,45.9975,17.205,52.59611111,4.966666667,99.9,17.39,42.265,17.40833333,48.55,16.79,46.59,6.2,765.1333333,84.33333333,1.833333333,30.83333333,3.7,50
16682,22.29,36.39,20.89,37,22.7,36,19.76,34.96333333,18.79,46.86333333,8.76,31.36333333,19,30.2,23.29,37.32666667,19.5,39.2,7,761.1,72,4,40,2.3,80
16683,20.42666667,43.4,19.5,43.09,20.29,44.4,18.2,45,18.29,47.7,11.8,76.59,18.42166667,40.05555556,19.5,46,17,48.9,12.8,762.2333333,55.66666667,5,40,4.17,30
16684,20.89,36.9,19.76,37.2,21.7,35.16333333,20.7,34.79,19.29,43.53,7.626666667,47.63333333,20.29,30.7,21.5,37.93333333,19.6,35.09,4.5,748.5333333,79.33333333,2.666666667,40,1.13,60
16685,23.1,45.53,21,46.93333333,24.6,40.56,21.79,44.2,22.06666667,85.56333333,10.1,43.59666667,21.7,39.43,24.29,44.46333333,20.76,44.36333333,9.97,749.2,90.66666667,1.666666667,32.66666667,8.47,60
16686,21.7,37.2,19,40.09,22.89,37.12666667,19.39,37.76,19.1,43.29,5.19,52.43333333,19.2,33.73,21.46333333,45.22333333,19.1,41,5.07,757.0666667,96.33333333,1.666666667,32.66666667,4.5,40
16687,20.79,37.36333333,17.42666667,41.5,21.63333333,35.53,20.6,34.5,19.5,47,0.7,55.36333333,20.29,30.79,22.39,41.53,19.5,39.2,1.63,747.9666667,90,4.333333333,29,0.133,100
16688,21.39,41.8,20.56666667,39.03,22.39,43.73333333,21.26333333,38.96333333,18.1,51.83333333,-1.323333333,95.26333333,19.1,38.06666667,20.13333333,46.2,17.79,42.73,0.0333,765.05,90.5,1.166666667,28.83333333,-1.38,100
16689,22,35.32666667,19.5,37.43333333,20.79,36.06,20.6,34.5,19.13333333,68.95666667,4.866666667,39.66,22.2,29.96,24.39,32.36333333,19.46333333,37.96666667,5.68,768.85,75.16666667,4,22.16666667,1.53,120
16690,20.82333333,43.46333333,19.99666667,45.3,21.63333333,40.12666667,19.73,43.7,19.29,46.9,13.75666667,59.43,20,39.09,21.29,44.7,20.56666667,41.72333333,12.3,752.3,89,4,23,10.6,60
16691,21.1,44.03,20.2,43.7,21.7,44.16333333,19.79,43.82666667,19,62.72666667,7.433333333,95.46333333,18.89,39.7,21.6,53.555,19.1,48.59,8.37,738.6666667,86.66666667,8,34.66666667,6.2,50
16692,20.7,35,18.79,35.7,20.79,36.4,19.1,33.45,17.7,51.48571429,0.25,56.69,19.6,33.44,21.63333333,40.69333333,18.03333333,39.73,0.6,754.15,74,5,23,-3.6,60
16693,20.63333333,38.12666667,19.16666667,37.7,21.71285714,36.79,18.79,35.9,17.29,45,8.195,64.8425,19.13333333,30.85666667,20.2,37.656,17.85,41.276,6.9,760.4,67.33333333,4.666666667,40,1.17,60
16694,22.89,37.59,24.16666667,32.93333333,23.13333333,37.5,23,37,20.89,40.82666667,14.36666667,1,21.39,32.47142857,22.6,38.53,20.29,39.5,12.7,764.3,46,5,40,1.3,50
16695,21.79,42.23,20.29,43.32666667,22.7,38.76,21.29,41.06,20.5,45.79,11,42.76666667,20.89,36.09,23.5,43.36333333,20.79,39.76,11.3,751.2,79,7,40,7.8,130
16696,22.5,41.5,20.6,43.43333333,23.39,39.73,22.5,39.86333333,20.73,53.53,10.39,51.96666667,21.2,36.59,23.6,48.09,20.7,43.59,11,751.25,86,3.166666667,24.16666667,8.72,50
16697,23.23,35.79,21.1,37.16333333,23.82333333,36.93333333,22.7,34.09,20,41.2,9,32.26666667,22.6,37,23.1,45,21,40.06428571,9.25,756.8,78.5,2.5,40,5.75,60
16698,22.89,36.29,20.6,38.09,23.89,37.29,22.6,34.5,19.39,41.2,7.933333333,40.02666667,22.5,36.9,22.92666667,42.7,21.1,41.09,9.1,755.8,79,4,40,5.6,60
16699,22.6,39,20.39,39.66333333,24.79,36.2,22.39,35.2,21,56.69333333,8.166666667,40.23333333,21.5,32.4,23.6,45.43,20.46333333,39.09,9.05,757,73.66666667,5,37.83333333,4.55,60
16700,24.2,40.4,21.79,42.03,25.39,39.59,24.1,39.845,21.39,38.772,8.763333333,26.49333333,23.2,35.09,24.6,46,22.525,41.32,8.97,758.1333333,84.33333333,1,29,6.37,50
16701,20.39,37.5,17.5,40.53,20.2,38.09,19.13333333,35.29,18,47.2,5.09,69.8,18.5,34.9,20.39,42.52666667,17.6,38.93333333,4.53,752.9666667,72.33333333,5.666666667,40,0,50
16702,24.89,39.29,22.29,41.29,25,33.5,25.1,38.656,23.89,48.73,8.86,29.39,24.79,36,25.79,41.96,23.89,45.29,8.68,753.9666667,84.16666667,2.333333333,22.83333333,6.1,70
16703,21.53333333,41.09,19.1,45.12666667,21.1,39.32666667,20.7,36.96333333,18.89,47,5.366666667,55.29333333,20.7675,29.175,23.2,38.36333333,19.63333333,38.06666667,5.45,764.6,86,3.5,61.5,3.2,50
16704,21.32333333,38.53,18.56666667,40,21.7,36.29,21.2675,36.10875,19.79,50.12666667,2.326666667,54.26,20.54,31.7,22.89,43.93333333,19.5,37.93333333,2.75,748.85,91,2.5,40,1.4,60
16705,25.16666667,48.79666667,28.56666667,38.56666667,27.89,44.054,25.89,44.59,24.1,49.5,22.39,3.656666667,24.89,41.93333333,25.2,47.56428571,24.36142857,46.52571429,20,747.7666667,66.5,4.666666667,27.16666667,13.5,280
16706,20.29,37,17.2,41,20.2,37.2,19.39,34.79,18.675,41.5675,1.23,68.23,19.6,30.82333333,21.53333333,44.7,18.5,40.4,1.3,766.4,92,2,35,0.1,50
16707,22.1,38.82666667,20.35666667,38.36333333,21.39,38.76,19.29,39.36333333,18.32888889,48.17555556,3.4,86.36666667,19.79,31.5,23.81222222,38.92222222,18.7,38.9,2.5,741.3,83,3,40,-0.1,100
16708,24.79,35.76,25.025,32.57,24.26,36.06,23.89,35.46666667,20.66666667,44.93,24.39285714,1,24,32.834,23.7,38,21.5,39,22.7,752.6666667,38,5,40,7.75,90
16709,22.1,34.76666667,21.89,31.96333333,22.39,34.09,21.2,34.63333333,19.5,40.5,14.19,1,19.39,27.55,22.89,36,19.6,37.5,13.1,765.3,44,5,40,0.9,100
16710,18.6,38.9,17.5,38.12666667,18.89,39.9,16.29,38.2,16.5,47.22,-1.6,93.46666667,16.28,32.93333333,18.5,44.75722222,16,42.96666667,-0.883,763.3166667,81.5,2.833333333,27.5,-3.7,40
16711,22.1,37.43333333,20.89,37.09,20.89,38.59,21.03333333,35.92666667,18.89,52.03,0.833333333,81.56333333,18.56666667,30.79,21.89,39.2,18.16666667,36.79,2.5,744.3,85,9,40,0.2,70
16712,22.9725,39.2675,21.29,40.0425,22.7,38,21.7,38.46666667,21.23333333,74.6,6.06,55.9,19.79,35.26,23.5,38.9,19.7,38.2,5.67,756.1666667,86,1,35.66666667,3.47,140
16713,21.6,44.76666667,20.89,44.22333333,20.5,45.93333333,19.69666667,47.62666667,19.1,53.36666667,5.833333333,85.76666667,17.79,43.03,19.39,48.86333333,16.89,44.59,5.7,735.9666667,87.66666667,6.333333333,40,3.73,400
16714,22.5,36.12666667,19.6,38.23,23.6,34.5,22.075,31.9725,21.16666667,51.13333333,2.463333333,30.56666667,21.6,29.12,24.29,38.26666667,20.6,35.53,2.98,759.1,77.5,2.333333333,40,-0.7,50
16715,21.89,39.16333333,20.76,37.13333333,22.42666667,36.43333333,22.6,35.4,20.96,64.39,10.49,1.926666667,20.6,27.62857143,22.39,35.65666667,20.39,32.8,10.9,762.35,54,5.5,40,1.95,120
16716,21.1,41.26,18.39,45.12666667,23.13333333,39.9,20.5,38.59,20.29,47.79,3.53,49.46,21.39,37.79,23.2,43.09,20.39,43,4.8,752.3,91,2,24,3.5,50
16717,19,41.12666667,18.39,40.32666667,19.29,42.66333333,19,41.59,17.39,50,7.293333333,58.73333333,17.76,37.46333333,18,44.63333333,16.89,41.9,6.5,757.4,69.66666667,5.666666667,35.66666667,1.3,50
16718,20.1,45.02666667,19.29,44.46666667,20.5,44.29,20.13333333,45.76,17.6,52.9,8.89,99.9,17.5,42.7,18.22,49.29944444,17.1,49.29,8.95,763.05,94,3.5,62,8.05,40
16719,19.7,36.29,17.73,38.36333333,20.2,35.79,18.35666667,36.36333333,18.5,51.72666667,6.726666667,62.2,18.1,30.89,21.39,40.29,18.2,37.23,4.48,742.2666667,88.33333333,1.166666667,54.83333333,2.68,90
16720,21.29,40.32666667,19.82333333,41.7,23.1,37.5,21.18571429,38.45714286,20.5,44.72333333,7.03,39.53333333,20.68,31.958,22.29,39.09,21.2,40.13333333,5.4,754.1,84.5,3.5,40,3,50
16721,22.1,39,23.53333333,35.93,22.96333333,37.59,22.1,37.9,21.92142857,75.31428571,17.53,2.823333333,21.76,33.5,21.29,38.12714286,21.29,38.695,14.8,750,53.5,5,34.5,5.35,100
16722,22.5,39.06,20.2,40.12666667,25,36.5,22.37571429,35.4,20.96333333,55.46333333,7.5,51.79333333,21.5,32.59,23.53333333,46.29,20.5,39.59,8.05,757,84.33333333,5,29.16666667,5.55,60
16723,20.2,36.9,17.1,41.09,20.29,37.4,19.29,34.79,18.6,41.4,0.866666667,68.12666667,19.6,30.96333333,21.39,44.79666667,18.5,40.59,1.1,766.4,92.66666667,1.333333333,33.66666667,0.0333,40
16724,22.82333333,41.22666667,22.5,38.06,23.2,38.29,23.26,38.06,20.7,44,17.89,6,21.6,33.83888889,23.76,41.13333333,20.7,40.59,15.8,752.8333333,52.66666667,4.333333333,40,5.97,310
16725,21.4175,39.645,22.42666667,37.26,22,37.16333333,22,37.2,19.82333333,46.32666667,14.69,2.933333333,20.39,32.7,21.39,40.5,20.29,39.2,10.9,765.4666667,73.33333333,1,32.66666667,6.17,50
16726,22.5,45.56,21.89,43.2,22.5,45.29,20.32333333,47.9,18.71,55.95,9.033333333,89.93333333,18.6,43.22,20.96944444,51.89111111,18.7,48.86333333,9,758.1,87,6,40,7,30
16727,20.96333333,41.96666667,20.29,40.82666667,21.96333333,40.96666667,18.6,41.09,19,51.42777778,2.9,92.3,19.79,41.2,22,48.98888889,19.1,46.16333333,2.9,739.9,94,6,40,2,70
16728,21.6,36.4,19.79,38.29,22.7,34.2,21.6,34.134,20.5,47.36333333,5.293333333,56.26666667,21.6125,31.29,23.2,36.86333333,20.5,36.59,4.65,757.7,85,2.5,40,2.25,60
16729,19,44.09,18.34,43.91666667,19.82333333,45.03,18.6,44.12666667,17.2,52.5,5.8,80.14,18,44.68777778,18.74,54.09,17.2,49.9,5.33,751.4333333,89.33333333,8,23.33333333,3.67,40
16730,19,39.19,17.6,39.86,18.79,38.76,17.7,37.59,16.29,54.4,-4.560555556,82.84888889,18.48777778,32,20.29,43.00916667,16.675,37.875,-2.7,757.9,88,1,64,-4.4,110
16731,21.32333333,38.29,19.35666667,38.7,20.92666667,39.5,19.66666667,39.29,19.86222222,74.975,1.323333333,84.59,19.47555556,34.17555556,22.97555556,44.31166667,18.5,40.46666667,1,741.5,90,1,24,-0.4,70
16732,21.745,44.79,20.89,44.09,22.225,44.82055556,20.39,45.96666667,18.89,66.43222222,8.566666667,98.5,18.5,41.9,21.03888889,55.15277778,18.39,49.79,8.3,764.65,98.5,3.5,47.5,8.05,40
16733,21.76,34.86,19.5,35.43333333,20.5,37.09,19.89,34.79,19.46333333,58.09333333,-4.466666667,76.3,19.6,27.92666667,21.89,38.72333333,18.2,39.06,-3,768.4,88,1,64,-4.8,60
16734,22.1,36.26,20,37.59,22.7,34.4,21.6,34.178,20.5,45.13333333,4.896666667,48.09333333,22.1,29.93714286,23.7,36.03,20.5,37.03,5.93,757.3666667,74.66666667,6.333333333,40,1.67,80
16735,22.5,37.4,19.56666667,40.4,22.2,36.7,20,37.09,20.06666667,43.53,6.09,63.56666667,19.29,32.09,23.79,40.36333333,19.42666667,37.86333333,5.85,761.45,90.5,1.5,42.5,4.4,40
